
0.365439093	0.400826446	0.668784029	0.275337838	0.532430506	0.264845467	0.258493353	1
0.408876298	0.417355372	0.83938294	0.273085586	0.557377049	0.049005968	0.280157558	1
0.452313503	0.487603306	0.704174229	0.429617117	0.562366358	0.16043636	0.346134909	1
0.143531634	0.219008264	0.282214156	0.146396396	0.286528867	0.095814534	0	1
0.078375826	0.092975207	0.546279492	0.061373874	0.156806842	0.25158304	0.04332841	1
0.060434372	0.045454545	0.688747731	0.001689189	0.177476835	0.195542784	0.090595766	1
0.16713881	0.161157025	0.764065336	0.099662162	0.29365645	0.319195413	0.042343673	1
0.248347498	0.295454545	0.543557169	0.279279279	0.313613685	0.441027708	0.280157558	1
0.206798867	0.239669421	0.576225045	0.204391892	0.282252316	0.053426777	0.129492861	1
0.216241737	0.225206612	0.724137931	0.135135135	0.348538845	0.206334759	0.04332841	1
0.354107649	0.404958678	0.585299456	0.411599099	0.39914469	0.071240037	0.310684392	1
0.322946176	0.388429752	0.493647913	0.399774775	0.376336422	0.188781547	0.301821763	1
0.35694051	0.409090909	0.585299456	0.377252252	0.37277263	0.09087363	0.384539636	1
0.202077432	0.276859504	0.342105263	0.288851351	0.17961511	0.35989286	0.269817824	1
0.761095373	0.826446281	0.559891107	0.780405405	0.687099073	0.471453276	0.779419005	2
0.69782814	0.710743802	0.827586207	0.608108108	0.753385602	0.193982499	0.689315608	2
0.90368272	0.954545455	0.593466425	0.908783784	0.814682823	0.148864242	0.820285574	2
0.657223796	0.671487603	0.825771325	0.502252252	0.755523877	0.598226475	0.562284589	2
0.728045326	0.719008264	0.931941924	0.608108108	0.801853172	0.2693963	0.710487445	2
0.788479698	0.80785124	0.781306715	0.701013514	0.851746258	0.278627989	0.704086657	2
0.452313503	0.51446281	0.567150635	0.554617117	0.454739843	0.480684965	0.62826194	2
0.525967894	0.603305785	0.510889292	0.532657658	0.545260157	0.455200302	0.62826194	2
0.46931067	0.512396694	0.673321234	0.493806306	0.554526016	0.5469971	0.653865091	2
0.452313503	0.464876033	0.824863884	0.32545045	0.595153243	0.368604455	0.452978828	2
0.639282342	0.69214876	0.638838475	0.701576577	0.672843906	0.358982694	0.714918759	2
0.470254958	0.566115702	0.404718693	0.574887387	0.428367783	0.243781612	0.669620876	2
0.473087819	0.55785124	0.452813067	0.525337838	0.467569494	0.254833635	0.607090103	2
0.532577904	0.57231405	0.697822142	0.54786036	0.600142552	0.390578476	0.690792713	2
0.207743154	0.231404959	0.639745917	0.182995495	0.302209551	0.613439259	0.21614968	3
0.262511804	0.283057851	0.696914701	0.23704955	0.354953671	0.507729915	0.281634663	3
0.191690274	0.260330579	0.362976407	0.287725225	0.200285103	0.330377459	0.350566224	3
0.204910293	0.200413223	0.801270417	0.097972973	0.374198147	0.268226085	0.153126539	3
0.169027384	0.212809917	0.479128857	0.18018018	0.255880257	0.612008998	0.258985721	3
0.196411709	0.188016529	0.813067151	0.04786036	0.359942979	0.199573522	0.111275234	3
0.055712937	0.064049587	0.543557169	0.061936937	0.128296507	0.427245186	0.152141802	3
0.19924457	0.20661157	0.719600726	0.15990991	0.328581611	1	0.236829148	3
0.168083097	0.219008264	0.441016334	0.171734234	0.235210264	0.410082045	0.237321516	3
0.15108593	0.16322314	0.637023593	0.134009009	0.25017819	0.372635192	0.17282127	3
0.060434372	0.097107438	0.390199637	0.135698198	0.117605132	0.462871706	0.238306253	3
0.246458924	0.258264463	0.727767695	0.189752252	0.429080542	0.981666645	0.264401773	3
0.118035883	0.165289256	0.399274047	0.155405405	0.146828225	0.368344407	0.258493353	3
0.161473088	0.19214876	0.547186933	0.193693694	0.245188881	0.633462924	0.267848351	3
